"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2002"	"2002"	193805
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2003"	"2003"	199807
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2004"	"2004"	204471
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2005"	"2005"	210846
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2006"	"2006"	215159
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2007"	"2007"	218128
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2008"	"2008"	220127
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2009"	"2009"	224524
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2010"	"2010"	229175
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2011"	"2011"	229529
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2012"	"2012"	232548
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2013"	"2013"	237978
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2014"	"2014"	244072
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2015"	"2015"	246451
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2016"	"2016"	246934
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2017"	"2017"	245924
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2018"	"2018"	243116
"Total"	"20-24 years"	"20-24"	"Connecticut"	"09"			6324990
	"20-24 years"	"20-24"	"Delaware"	"10"	"1990"	"1990"	54940
	"20-24 years"	"20-24"	"Delaware"	"10"	"1991"	"1991"	56165
	"20-24 years"	"20-24"	"Delaware"	"10"	"1992"	"1992"	55864
	"20-24 years"	"20-24"	"Delaware"	"10"	"1993"	"1993"	54423
	"20-24 years"	"20-24"	"Delaware"	"10"	"1994"	"1994"	52126
	"20-24 years"	"20-24"	"Delaware"	"10"	"1995"	"1995"	50007
	"20-24 years"	"20-24"	"Delaware"	"10"	"1996"	"1996"	47577
	"20-24 years"	"20-24"	"Delaware"	"10"	"1997"	"1997"	47109
	"20-24 years"	"20-24"	"Delaware"	"10"	"1998"	"1998"	48195
	"20-24 years"	"20-24"	"Delaware"	"10"	"1999"	"1999"	50086
	"20-24 years"	"20-24"	"Delaware"	"10"	"2000"	"2000"	52218
	"20-24 years"	"20-24"	"Delaware"	"10"	"2001"	"2001"	54774
	"20-24 years"	"20-24"	"Delaware"	"10"	"2002"	"2002"	56313
	"20-24 years"	"20-24"	"Delaware"	"10"	"2003"	"2003"	57369
	"20-24 years"	"20-24"	"Delaware"	"10"	"2004"	"2004"	57528
	"20-24 years"	"20-24"	"Delaware"	"10"	"2005"	"2005"	58256
	"20-24 years"	"20-24"	"Delaware"	"10"	"2006"	"2006"	59032
	"20-24 years"	"20-24"	"Delaware"	"10"	"2007"	"2007"	60273
	"20-24 years"	"20-24"	"Delaware"	"10"	"2008"	"2008"	60935
	"20-24 years"	"20-24"	"Delaware"	"10"	"2009"	"2009"	61696
	"20-24 years"	"20-24"	"Delaware"	"10"	"2010"	"2010"	63241
	"20-24 years"	"20-24"	"Delaware"	"10"	"2011"	"2011"	64913
	"20-24 years"	"20-24"	"Delaware"	"10"	"2012"	"2012"	65846
	"20-24 years"	"20-24"	"Delaware"	"10"	"2013"	"2013"	65583
	"20-24 years"	"20-24"	"Delaware"	"10"	"2014"	"2014"	64352
	"20-24 years"	"20-24"	"Delaware"	"10"	"2015"	"2015"	62244
	"20-24 years"	"20-24"	"Delaware"	"10"	"2016"	"2016"	60195
	"20-24 years"	"20-24"	"Delaware"	"10"	"2017"	"2017"	59143
	"20-24 years"	"20-24"	"Delaware"	"10"	"2018"	"2018"	58349
"Total"	"20-24 years"	"20-24"	"Delaware"	"10"			1658752
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1990"	"1990"	61267
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1991"	"1991"	62779
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1992"	"1992"	63005
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1993"	"1993"	60765
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1994"	"1994"	56919
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1995"	"1995"	51500
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1996"	"1996"	45500
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1997"	"1997"	43318
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1998"	"1998"	45011
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1999"	"1999"	48523
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2000"	"2000"	52303
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2001"	"2001"	51863
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2002"	"2002"	50795
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2003"	"2003"	50398
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2004"	"2004"	51436
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2005"	"2005"	53327
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2006"	"2006"	55644
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2007"	"2007"	57203
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2008"	"2008"	59153
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2009"	"2009"	61793
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2010"	"2010"	63326
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2011"	"2011"	60637
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2012"	"2012"	58362
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2013"	"2013"	56688
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2014"	"2014"	56038
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2015"	"2015"	55322
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2016"	"2016"	54446
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2017"	"2017"	53544
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2018"	"2018"	52924
"Total"	"20-24 years"	"20-24"	"District of Columbia"	"11"			1593789
	"20-24 years"	"20-24"	"Florida"	"12"	"1990"	"1990"	870866
	"20-24 years"	"20-24"	"Florida"	"12"	"1991"	"1991"	878711
	"20-24 years"	"20-24"	"Florida"	"12"	"1992"	"1992"	881087
	"20-24 years"	"20-24"	"Florida"	"12"	"1993"	"1993"	877401
	"20-24 years"	"20-24"	"Florida"	"12"	"1994"	"1994"	874808
	"20-24 years"	"20-24"	"Florida"	"12"	"1995"	"1995"	870652
	"20-24 years"	"20-24"	"Florida"	"12"	"1996"	"1996"	862006
	"20-24 years"	"20-24"	"Florida"	"12"	"1997"	"1997"	871462
	"20-24 years"	"20-24"	"Florida"	"12"	"1998"	"1998"	886255
	"20-24 years"	"20-24"	"Florida"	"12"	"1999"	"1999"	907463
	"20-24 years"	"20-24"	"Florida"	"12"	"2000"	"2000"	937986
	"20-24 years"	"20-24"	"Florida"	"12"	"2001"	"2001"	994750
	"20-24 years"	"20-24"	"Florida"	"12"	"2002"	"2002"	1040572
	"20-24 years"	"20-24"	"Florida"	"12"	"2003"	"2003"	1081883
	"20-24 years"	"20-24"	"Florida"	"12"	"2004"	"2004"	1125385
	"20-24 years"	"20-24"	"Florida"	"12"	"2005"	"2005"	1156066
	"20-24 years"	"20-24"	"Florida"	"12"	"2006"	"2006"	1180227
	"20-24 years"	"20-24"	"Florida"	"12"	"2007"	"2007"	1198551
	"20-24 years"	"20-24"	"Florida"	"12"	"2008"	"2008"	1207898
	"20-24 years"	"20-24"	"Florida"	"12"	"2009"	"2009"	1214648
	"20-24 years"	"20-24"	"Florida"	"12"	"2010"	"2010"	1239555
	"20-24 years"	"20-24"	"Florida"	"12"	"2011"	"2011"	1286031
	"20-24 years"	"20-24"	"Florida"	"12"	"2012"	"2012"	1312445
	"20-24 years"	"20-24"	"Florida"	"12"	"2013"	"2013"	1320127
	"20-24 years"	"20-24"	"Florida"	"12"	"2014"	"2014"	1317075
	"20-24 years"	"20-24"	"Florida"	"12"	"2015"	"2015"	1300870
	"20-24 years"	"20-24"	"Florida"	"12"	"2016"	"2016"	1282152
	"20-24 years"	"20-24"	"Florida"	"12"	"2017"	"2017"	1272335
	"20-24 years"	"20-24"	"Florida"	"12"	"2018"	"2018"	1269823
"Total"	"20-24 years"	"20-24"	"Florida"	"12"			31519090
	"20-24 years"	"20-24"	"Georgia"	"13"	"1990"	"1990"	526605
	"20-24 years"	"20-24"	"Georgia"	"13"	"1991"	"1991"	533596
	"20-24 years"	"20-24"	"Georgia"	"13"	"1992"	"1992"	540206
	"20-24 years"	"20-24"	"Georgia"	"13"	"1993"	"1993"	543773
	"20-24 years"	"20-24"	"Georgia"	"13"	"1994"	"1994"	547972
	"20-24 years"	"20-24"	"Georgia"	"13"	"1995"	"1995"	546776
	"20-24 years"	"20-24"	"Georgia"	"13"	"1996"	"1996"	539210
	"20-24 years"	"20-24"	"Georgia"	"13"	"1997"	"1997"	545383
	"20-24 years"	"20-24"	"Georgia"	"13"	"1998"	"1998"	557070
	"20-24 years"	"20-24"	"Georgia"	"13"	"1999"	"1999"	574511
	"20-24 years"	"20-24"	"Georgia"	"13"	"2000"	"2000"	598420
	"20-24 years"	"20-24"	"Georgia"	"13"	"2001"	"2001"	621311
	"20-24 years"	"20-24"	"Georgia"	"13"	"2002"	"2002"	633422
	"20-24 years"	"20-24"	"Georgia"	"13"	"2003"	"2003"	635799
	"20-24 years"	"20-24"	"Georgia"	"13"	"2004"	"2004"	650185
	"20-24 years"	"20-24"	"Georgia"	"13"	"2005"	"2005"	641144
	"20-24 years"	"20-24"	"Georgia"	"13"	"2006"	"2006"	652056
	"20-24 years"	"20-24"	"Georgia"	"13"	"2007"	"2007"	656110
	"20-24 years"	"20-24"	"Georgia"	"13"	"2008"	"2008"	664222
	"20-24 years"	"20-24"	"Georgia"	"13"	"2009"	"2009"	676252
	"20-24 years"	"20-24"	"Georgia"	"13"	"2010"	"2010"	684185
	"20-24 years"	"20-24"	"Georgia"	"13"	"2011"	"2011"	701452
	"20-24 years"	"20-24"	"Georgia"	"13"	"2012"	"2012"	722466
	"20-24 years"	"20-24"	"Georgia"	"13"	"2013"	"2013"	727564
	"20-24 years"	"20-24"	"Georgia"	"13"	"2014"	"2014"	732196
	"20-24 years"	"20-24"	"Georgia"	"13"	"2015"	"2015"	729141
	"20-24 years"	"20-24"	"Georgia"	"13"	"2016"	"2016"	723353
	"20-24 years"	"20-24"	"Georgia"	"13"	"2017"	"2017"	717898
	"20-24 years"	"20-24"	"Georgia"	"13"	"2018"	"2018"	716652
"Total"	"20-24 years"	"20-24"	"Georgia"	"13"			18338930
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1990"	"1990"	91330
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1991"	"1991"	88076
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1992"	"1992"	85476
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1993"	"1993"	83785
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1994"	"1994"	82670
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1995"	"1995"	82048
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1996"	"1996"	81657
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1997"	"1997"	82681
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1998"	"1998"	83105
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1999"	"1999"	82715
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2000"	"2000"	84531
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2001"	"2001"	88395
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2002"	"2002"	91543
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2003"	"2003"	93818
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2004"	"2004"	95485
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2005"	"2005"	97507
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2006"	"2006"	98038
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2007"	"2007"	94550
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2008"	"2008"	94464
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2009"	"2009"	94145
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2010"	"2010"	96764
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2011"	"2011"	99288
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2012"	"2012"	100918
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2013"	"2013"	102003
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2014"	"2014"	101897
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2015"	"2015"	100232
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2016"	"2016"	97487
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2017"	"2017"	93664
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2018"	"2018"	90951
"Total"	"20-24 years"	"20-24"	"Hawaii"	"15"			2659223
	"20-24 years"	"20-24"	"Idaho"	"16"	"1990"	"1990"	66187
	"20-24 years"	"20-24"	"Idaho"	"16"	"1991"	"1991"	70189
	"20-24 years"	"20-24"	"Idaho"	"16"	"1992"	"1992"	73748
	"20-24 years"	"20-24"	"Idaho"	"16"	"1993"	"1993"	77362
	"20-24 years"	"20-24"	"Idaho"	"16"	"1994"	"1994"	80419
	"20-24 years"	"20-24"	"Idaho"	"16"	"1995"	"1995"	83526
	"20-24 years"	"20-24"	"Idaho"	"16"	"1996"	"1996"	84683
	"20-24 years"	"20-24"	"Idaho"	"16"	"1997"	"1997"	87348
	"20-24 years"	"20-24"	"Idaho"	"16"	"1998"	"1998"	89805
	"20-24 years"	"20-24"	"Idaho"	"16"	"1999"	"1999"	92437
	"20-24 years"	"20-24"	"Idaho"	"16"	"2000"	"2000"	94698
	"20-24 years"	"20-24"	"Idaho"	"16"	"2001"	"2001"	98407
	"20-24 years"	"20-24"	"Idaho"	"16"	"2002"	"2002"	101176
	"20-24 years"	"20-24"	"Idaho"	"16"	"2003"	"2003"	105120
	"20-24 years"	"20-24"	"Idaho"	"16"	"2004"	"2004"	107204
	"20-24 years"	"20-24"	"Idaho"	"16"	"2005"	"2005"	108543
	"20-24 years"	"20-24"	"Idaho"	"16"	"2006"	"2006"	109168
	"20-24 years"	"20-24"	"Idaho"	"16"	"2007"	"2007"	108915
	"20-24 years"	"20-24"	"Idaho"	"16"	"2008"	"2008"	108852
	"20-24 years"	"20-24"	"Idaho"	"16"	"2009"	"2009"	108429
	"20-24 years"	"20-24"	"Idaho"	"16"	"2010"	"2010"	108452
	"20-24 years"	"20-24"	"Idaho"	"16"	"2011"	"2011"	110275
	"20-24 years"	"20-24"	"Idaho"	"16"	"2012"	"2012"	111763
	"20-24 years"	"20-24"	"Idaho"	"16"	"2013"	"2013"	112752
	"20-24 years"	"20-24"	"Idaho"	"16"	"2014"	"2014"	112918
	"20-24 years"	"20-24"	"Idaho"	"16"	"2015"	"2015"	111708
	"20-24 years"	"20-24"	"Idaho"	"16"	"2016"	"2016"	112424
	"20-24 years"	"20-24"	"Idaho"	"16"	"2017"	"2017"	113417
	"20-24 years"	"20-24"	"Idaho"	"16"	"2018"	"2018"	114894
"Total"	"20-24 years"	"20-24"	"Idaho"	"16"			2864819
	"20-24 years"	"20-24"	"Illinois"	"17"	"1990"	"1990"	867197
	"20-24 years"	"20-24"	"Illinois"	"17"	"1991"	"1991"	865618
	"20-24 years"	"20-24"	"Illinois"	"17"	"1992"	"1992"	862353
	"20-24 years"	"20-24"	"Illinois"	"17"	"1993"	"1993"	856321
	"20-24 years"	"20-24"	"Illinois"	"17"	"1994"	"1994"	844634
	"20-24 years"	"20-24"	"Illinois"	"17"	"1995"	"1995"	829585
	"20-24 years"	"20-24"	"Illinois"	"17"	"1996"	"1996"	810802
	"20-24 years"	"20-24"	"Illinois"	"17"	"1997"	"1997"	808831
	"20-24 years"	"20-24"	"Illinois"	"17"	"1998"	"1998"	818115
	"20-24 years"	"20-24"	"Illinois"	"17"	"1999"	"1999"	833765
	"20-24 years"	"20-24"	"Illinois"	"17"	"2000"	"2000"	855309
	"20-24 years"	"20-24"	"Illinois"	"17"	"2001"	"2001"	870940
	"20-24 years"	"20-24"	"Illinois"	"17"	"2002"	"2002"	877701
	"20-24 years"	"20-24"	"Illinois"	"17"	"2003"	"2003"	885309
	"20-24 years"	"20-24"	"Illinois"	"17"	"2004"	"2004"	893225
	"20-24 years"	"20-24"	"Illinois"	"17"	"2005"	"2005"	887761
	"20-24 years"	"20-24"	"Illinois"	"17"	"2006"	"2006"	882932
	"20-24 years"	"20-24"	"Illinois"	"17"	"2007"	"2007"	880284
	"20-24 years"	"20-24"	"Illinois"	"17"	"2008"	"2008"	876545
	"20-24 years"	"20-24"	"Illinois"	"17"	"2009"	"2009"	877648
	"20-24 years"	"20-24"	"Illinois"	"17"	"2010"	"2010"	880086
	"20-24 years"	"20-24"	"Illinois"	"17"	"2011"	"2011"	887319
	"20-24 years"	"20-24"	"Illinois"	"17"	"2012"	"2012"	898318
	"20-24 years"	"20-24"	"Illinois"	"17"	"2013"	"2013"	906110
	"20-24 years"	"20-24"	"Illinois"	"17"	"2014"	"2014"	907200
	"20-24 years"	"20-24"	"Illinois"	"17"	"2015"	"2015"	898205
	"20-24 years"	"20-24"	"Illinois"	"17"	"2016"	"2016"	880589
	"20-24 years"	"20-24"	"Illinois"	"17"	"2017"	"2017"	863125
	"20-24 years"	"20-24"	"Illinois"	"17"	"2018"	"2018"	847502
"Total"	"20-24 years"	"20-24"	"Illinois"	"17"			25153329
	"20-24 years"	"20-24"	"Indiana"	"18"	"1990"	"1990"	425148
	"20-24 years"	"20-24"	"Indiana"	"18"	"1991"	"1991"	439017
	"20-24 years"	"20-24"	"Indiana"	"18"	"1992"	"1992"	446303
	"20-24 years"	"20-24"	"Indiana"	"18"	"1993"	"1993"	446062
	"20-24 years"	"20-24"	"Indiana"	"18"	"1994"	"1994"	438651
	"20-24 years"	"20-24"	"Indiana"	"18"	"1995"	"1995"	428891
	"20-24 years"	"20-24"	"Indiana"	"18"	"1996"	"1996"	415984
	"20-24 years"	"20-24"	"Indiana"	"18"	"1997"	"1997"	411974
	"20-24 years"	"20-24"	"Indiana"	"18"	"1998"	"1998"	415062
	"20-24 years"	"20-24"	"Indiana"	"18"	"1999"	"1999"	420595
	"20-24 years"	"20-24"	"Indiana"	"18"	"2000"	"2000"	429055
	"20-24 years"	"20-24"	"Indiana"	"18"	"2001"	"2001"	440515
	"20-24 years"	"20-24"	"Indiana"	"18"	"2002"	"2002"	448045
	"20-24 years"	"20-24"	"Indiana"	"18"	"2003"	"2003"	454110
	"20-24 years"	"20-24"	"Indiana"	"18"	"2004"	"2004"	455140
	"20-24 years"	"20-24"	"Indiana"	"18"	"2005"	"2005"	453312
	"20-24 years"	"20-24"	"Indiana"	"18"	"2006"	"2006"	450986
	"20-24 years"	"20-24"	"Indiana"	"18"	"2007"	"2007"	446582
	"20-24 years"	"20-24"	"Indiana"	"18"	"2008"	"2008"	446225
	"20-24 years"	"20-24"	"Indiana"	"18"	"2009"	"2009"	449181
	"20-24 years"	"20-24"	"Indiana"	"18"	"2010"	"2010"	453907
	"20-24 years"	"20-24"	"Indiana"	"18"	"2011"	"2011"	464894
	"20-24 years"	"20-24"	"Indiana"	"18"	"2012"	"2012"	478191
	"20-24 years"	"20-24"	"Indiana"	"18"	"2013"	"2013"	485469
	"20-24 years"	"20-24"	"Indiana"	"18"	"2014"	"2014"	488932
	"20-24 years"	"20-24"	"Indiana"	"18"	"2015"	"2015"	486208
	"20-24 years"	"20-24"	"Indiana"	"18"	"2016"	"2016"	481397
	"20-24 years"	"20-24"	"Indiana"	"18"	"2017"	"2017"	473741
	"20-24 years"	"20-24"	"Indiana"	"18"	"2018"	"2018"	471214
"Total"	"20-24 years"	"20-24"	"Indiana"	"18"			13044791
	"20-24 years"	"20-24"	"Iowa"	"19"	"1990"	"1990"	198252
	"20-24 years"	"20-24"	"Iowa"	"19"	"1991"	"1991"	204679
	"20-24 years"	"20-24"	"Iowa"	"19"	"1992"	"1992"	207900
	"20-24 years"	"20-24"	"Iowa"	"19"	"1993"	"1993"	205533
	"20-24 years"	"20-24"	"Iowa"	"19"	"1994"	"1994"	200600
	"20-24 years"	"20-24"	"Iowa"	"19"	"1995"	"1995"	196071
	"20-24 years"	"20-24"	"Iowa"	"19"	"1996"	"1996"	190401
	"20-24 years"	"20-24"	"Iowa"	"19"	"1997"	"1997"	190412
	"20-24 years"	"20-24"	"Iowa"	"19"	"1998"	"1998"	194429
	"20-24 years"	"20-24"	"Iowa"	"19"	"1999"	"1999"	199745
	"20-24 years"	"20-24"	"Iowa"	"19"	"2000"	"2000"	204722
	"20-24 years"	"20-24"	"Iowa"	"19"	"2001"	"2001"	207116
	"20-24 years"	"20-24"	"Iowa"	"19"	"2002"	"2002"	212809
	"20-24 years"	"20-24"	"Iowa"	"19"	"2003"	"2003"	218193
	"20-24 years"	"20-24"	"Iowa"	"19"	"2004"	"2004"	221553
	"20-24 years"	"20-24"	"Iowa"	"19"	"2005"	"2005"	222032
	"20-24 years"	"20-24"	"Iowa"	"19"	"2006"	"2006"	221840
	"20-24 years"	"20-24"	"Iowa"	"19"	"2007"	"2007"	216397
	"20-24 years"	"20-24"	"Iowa"	"19"	"2008"	"2008"	214273
	"20-24 years"	"20-24"	"Iowa"	"19"	"2009"	"2009"	213377
	"20-24 years"	"20-24"	"Iowa"	"19"	"2010"	"2010"	213956
	"20-24 years"	"20-24"	"Iowa"	"19"	"2011"	"2011"	218804
	"20-24 years"	"20-24"	"Iowa"	"19"	"2012"	"2012"	224675
	"20-24 years"	"20-24"	"Iowa"	"19"	"2013"	"2013"	230371
	"20-24 years"	"20-24"	"Iowa"	"19"	"2014"	"2014"	233695
	"20-24 years"	"20-24"	"Iowa"	"19"	"2015"	"2015"	233769
	"20-24 years"	"20-24"	"Iowa"	"19"	"2016"	"2016"	231636
	"20-24 years"	"20-24"	"Iowa"	"19"	"2017"	"2017"	228584
	"20-24 years"	"20-24"	"Iowa"	"19"	"2018"	"2018"	227778
"Total"	"20-24 years"	"20-24"	"Iowa"	"19"			6183602
	"20-24 years"	"20-24"	"Kansas"	"20"	"1990"	"1990"	181465
	"20-24 years"	"20-24"	"Kansas"	"20"	"1991"	"1991"	183278
	"20-24 years"	"20-24"	"Kansas"	"20"	"1992"	"1992"	183754
	"20-24 years"	"20-24"	"Kansas"	"20"	"1993"	"1993"	181947
	"20-24 years"	"20-24"	"Kansas"	"20"	"1994"	"1994"	179586
	"20-24 years"	"20-24"	"Kansas"	"20"	"1995"	"1995"	176902
	"20-24 years"	"20-24"	"Kansas"	"20"	"1996"	"1996"	173122
	"20-24 years"	"20-24"	"Kansas"	"20"	"1997"	"1997"	175587
	"20-24 years"	"20-24"	"Kansas"	"20"	"1998"	"1998"	180443
	"20-24 years"	"20-24"	"Kansas"	"20"	"1999"	"1999"	185908
	"20-24 years"	"20-24"	"Kansas"	"20"	"2000"	"2000"	191190
	"20-24 years"	"20-24"	"Kansas"	"20"	"2001"	"2001"	195149
	"20-24 years"	"20-24"	"Kansas"	"20"	"2002"	"2002"	201799
	"20-24 years"	"20-24"	"Kansas"	"20"	"2003"	"2003"	206499
	"20-24 years"	"20-24"	"Kansas"	"20"	"2004"	"2004"	210364
	"20-24 years"	"20-24"	"Kansas"	"20"	"2005"	"2005"	211859
	"20-24 years"	"20-24"	"Kansas"	"20"	"2006"	"2006"	212607
	"20-24 years"	"20-24"	"Kansas"	"20"	"2007"	"2007"	206987
	"20-24 years"	"20-24"	"Kansas"	"20"	"2008"	"2008"	207304
	"20-24 years"	"20-24"	"Kansas"	"20"	"2009"	"2009"	204481
	"20-24 years"	"20-24"	"Kansas"	"20"	"2010"	"2010"	204778
	"20-24 years"	"20-24"	"Kansas"	"20"	"2011"	"2011"	206767
	"20-24 years"	"20-24"	"Kansas"	"20"	"2012"	"2012"	214118
	"20-24 years"	"20-24"	"Kansas"	"20"	"2013"	"2013"	217794
	"20-24 years"	"20-24"	"Kansas"	"20"	"2014"	"2014"	220149
	"20-24 years"	"20-24"	"Kansas"	"20"	"2015"	"2015"	221644
	"20-24 years"	"20-24"	"Kansas"	"20"	"2016"	"2016"	219297
	"20-24 years"	"20-24"	"Kansas"	"20"	"2017"	"2017"	215197
	"20-24 years"	"20-24"	"Kansas"	"20"	"2018"	"2018"	213020
"Total"	"20-24 years"	"20-24"	"Kansas"	"20"			5782995
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1990"	"1990"	281352
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1991"	"1991"	285293
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1992"	"1992"	289094
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1993"	"1993"	290140
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1994"	"1994"	287909
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1995"	"1995"	284511
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1996"	"1996"	277411
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1997"	"1997"	274450
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1998"	"1998"	276998
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1999"	"1999"	280619
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2000"	"2000"	284962
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2001"	"2001"	295534
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2002"	"2002"	299655
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2003"	"2003"	300426
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2004"	"2004"	302230
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2005"	"2005"	298829
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2006"	"2006"	290187
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2007"	"2007"	290952
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2008"	"2008"	286571
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2009"	"2009"	288397
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2010"	"2010"	293247
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2011"	"2011"	302638
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2012"	"2012"	311724
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2013"	"2013"	317210
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2014"	"2014"	317285
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2015"	"2015"	313400
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2016"	"2016"	307035
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2017"	"2017"	303493
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2018"	"2018"	301530
"Total"	"20-24 years"	"20-24"	"Kentucky"	"21"			8533082
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1990"	"1990"	328997
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1991"	"1991"	330582
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1992"	"1992"	330511
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1993"	"1993"	327295
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1994"	"1994"	323144
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1995"	"1995"	319027
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1996"	"1996"	313450
